Language,Family Name,Notes,Blazon
English,BARDOLPH,"BARDOLPH, Norfolk.","Gules, an eagle ayrant or"
English,BARDOLPH,"BARDOLPH, Stafford.","Argent, a chevron debruised between three crosses botonny fitchy sable"
English,BARDWELL,BARDWELL.,"Gules, three bars-gemels and a canton ermine"
English,BAREFOOT,BAREFOOT.,"Gules, two lion's gambes couped under the knees, the claws endorsed or"
English,BAREMAINE,BAREMAINE.,"Gules, a dexter hand couped barways argent"
English,BARET BARRATT,"BARET[or BARRATT, Sheriff of London, 1379.]","Gules, a chief dancetty argent within a bordure azure"
English,BARETREY,BARETREY.,"Argent, on a mount in base a branched tree vert"
English,BARETTI,"BARETTI, India.","Gules, three bars ermine; on a canton argent a maiden's head proper"
English,BARING,"BARING[Bp. of Gloucester and B., 1856; of Durham, 1861-79].","Azure, a fesse or; in chief a bear's head proper muzzled and ringed of the second"
English,BARKER,BARKER.,"Argent, three larks proper"
English,BARKING,"BARKING Abbey, Essex.","Azure, three roses two and one in base or; in chief as many lilies argent stalked and leaved vert; all within a bordure gules charged with eight plates"
English,BARLAY,BARLAY.,Per fesse; the chief part quarterly indented per fesse or and ermine; the base argent charged with squires[cantons voided] sable
English,BARLE,BARLE.,Per fesse wavy argent and barry wavy of four azure and or
English,BARLOW,"BARLOW, Derby.","Barry wavy of six argent and sable, a chief gules and a canton ermine"
English,BARLOW,"BARLOW, co. Lancaster.","Sable, an eagle displayed argent, armed and standing upon a ragged staff fesswise or"
English,BARLOW,BARLOW.,"Sable, an eagle displayed argent, armed or, standing on the limb of a tree raguled and trunked of the second"
English,BARLOWE,"BARLOWE, Derbyshire.","Barry wavy of six, argent and azure; a chief per pale ermine and gules"
English,BARNACLE,BARNACLE.,"Sable, a barnacle goose argent; Azure, three barnacles argent"
English,BARNARD LEMAN,"BARNARD, Essex[also LEMAN].","Azure, a fesse between three dolphins naiant argent"
English,BARNARD,"BARNARD, Hants.","Sable, two greyhounds endorsed argent"
English,BARNARD,"BARNARD, Hants.","Sable, two greyhounds rampant, regardant, addorsed argent; in chief between them a fawn's head cabossed or"
English,BARNARDER,BARNARDER.,"Per pale argent and or, three palets couped gules"
English,BARNER,BARNER.,"Gules, a barnacle goose argent"
English,BARNES BARNEY,"BARNES, Linc., and BARNEY, Kent.","Azure, three leopard's faces argent"
English,BARNES MS,"BARNES[the arms confirmed 1571, Harl. MS. 5847].","Azure, on a bend argent, between two estoiles or, a naked boy, front faced, holding in both hands proper sable the tongue of a bear statant of the last estoiled gold, a chief as the second charged with three roses gules radiated like the third."
English,BARNES,BARNES.,"Azure, a bend argent between two estoiles or, a bear passant sable estoiled or, seizing a man proper; on a chief azure three roses gules radiated or"
English,BARNES,"Richard BARNES, Bp. of Carlisle, 1570; Bp. of Durham, 1577-87.","Azure, on a bend argent, between two estoiles or, a bear passant sable, semie des estoiles of the third, ready to devour a naked child of the fourth; on a chief of the second, three roses gules radiated with rays of the sun proper"
English,BARNEVELT,BARNEVELT.,"Argent, a field and river proper, on the field a buck gules drinking in the river"
English,BARNSTAPLE,"Town of BARNSTAPLE, Devon.","Gules, a castle towered and domed argent, masoned sable; on the dome a flag"
English,BARR,BARR.,"Or, a fesse indented ermine between three pomegranates leaves proper"
English,BARRALL,BARRALL.,"Barry of ten, argent and sable"
English,BARRE QUEENS COLLEGE,"Arms of the duchy of BARRE, which are quartered by QUEENS' COLLEGE, Cambridge.","Azure, seme of cross crosslets fitchy at foot or, and two barbels embowed and endorsed of the same, eyes argent"
English,BARRET,Crest of BARRET of Avely.,"A hydra, wings endorsed, vert, scaled or"
English,BARRETT,"BARRETT, co. Cork.","Per pale argent and gules, three bars counterchanged, on a canton of the second a rose crowned or"
English,BARROW,"BARROW, Bath.","Per saltire or and erminois, on a saltire azure between a caduceus in chief and a pine-apple in base proper, two swords in saltire argent, pomels and hilts gold"
English,BARROW,"BARROW, Bp. of Sodor and Man, 1663, afterwards of S.Asaph, 1670-80.","Sable, two daggers in saltire, points upwards, between four fleur-de-lys argent"
English,BARROW,BARROW.,"Argent, a cross crosslet crossed[or, as Leigh expresses it, double-crossed] pattee[at all the extremities] sable"
English,BARRY,"BARRY, Earl of Barrymore, Ireland.","Argent, three bars-gemels gules"
English,BARRY,"BARRY, Ireland.","Barry of six, argent and gules"
English,BARRY,"BARRY, Lord Barry.","Barry of ten, argent and gules"
English,BARSTON,BARSTON.,"Argent, three spiked club sable"
English,BARTAN,"BARTAN, Scotland.","Gules, three snails argent in their shells or"
English,BARTHOLOMEW LAWSON,"S.BARTHOLOMEW'S Hospital, London. [Indentical with those of LAWSON, Cumberland, (Bart., 1688.)]","Per pale argent and sable, a chevron counterchanged"
English,BARTHOLOMEW THE GREAT,"Priory of S.BARTHOLOMEW THE GREAT, London.","Gules, two lions passant guardant in pale or; in chief two ducal coronets of the last"
English,BARTLETT,"BARTLETT, Sussex.","Sable, three falconer's sinister gloves pendent argent tasselled or"
English,BARTOLOZZI,BARTOLOZZI.,"Argent, an eagle displayed sable resting each claw on a column with capital and base azure"
English,BARWELL,BARWELL.,"Gules, a goat climant argent, attired or"
English,BASING,BASING.,"Argent, a cross crosslet recoursy argent"
English,BASINGES,BASINGES.,"Argent, a cross sarcelly disjoined or"
English,BASINGHOLD,BASINGHOLD.,"Argent, a saltire azure botonny or"
English,BASKERVILL,BASKERVILL.,"Argent, a chevron gules between three trivets azure"
English,BASKET MAKERS,BASKET-MAKERS' Company.,"Azure, three cross-baskets in pale argent between a prime and an iron on the dexter, and a cutting knife and an outsticker on the sinister of the second"
English,BASNET,BASNET.,"Argent, a chevron gules between three basnets proper"
English,BASSANO,"BASSANO, Lichfield, co. Stafford.",Per chevron argent and vert; in chief three silkworm-flies paleways en arriere in fesse; in base a mulberry branch; all counterchanged
English,BASSET,"BASSET, Leicester.","Barry wavy of six, argent and gules"
English,BASSET,"BASSET, [Lord Mayor of London, 1475].","Gules, three helmets argent, vizors and garnishing or"
English,BASSETT,BASSETT.,"Argent, three bars azure; in chief as many hurts"
English,BASSINGBORNE,BASSINGBORNE.,"Gyronny of twelve, vair, or, and gules"
English,BATEMEN,"BATEMEN, Essex.","Sable, six lioncels couchant coward argent three, two, and one"
English,BATNYMERSH,BATNYMERSH.,"Gules, a cross patty crenelly at the ends argent"
English,BAVARIA,BAVARIA[Sandford's Genealogical History].,"Bendy lozengy[? paly], argent and azure"
English,BAVENT,"Sir John BAVENT, Norfolk.","Argent, a chevron gules within a bordure sable platy"
English,BAWDE,"BAWDE, Essex.","Gules, three eagle's legs erased, talons in chief or"
English,BAXTER,"BAXTER, Scotland.","Argent, a reremouse displayed sable"
English,BAXTER,BAXTER.,"Argent, four windmill-sails conjoined in saltire sable"
English,BAXTER,BAXTER.,"Or, six eaglets displayed, three two and one proper"
English,BAY,BAY.,"Argent, three maples sable"
English,BAYLE,BAYLE.,"Azure, a sword argent, between three Katherine-wheels or"
English,BAYNES,"BAYNES, Cumb. [The family seem to have borne originally a saltire.]","Sable, a shin-bone in pale, proper, surmounted of another in fesse"
English,BAYNES,"BAYNES, London.","Per bend or and azure, three roundles in pale counterchanged"
English,BEADNELL,BEADNELL.,"Per fesse gules and azure, a man's garter fessewise argent, fimbriated and buckled in the centre or, between in chief a rosary and in base three bells of the last"
English,BEANE,BEANE.,"Gules, three bean-cods pendent or"
English,BEARSLEY,"BEARSLEY, Coventry; granted 1730.","Argent, a bear's head proper holding a bunch of grapes in its mouth between three torteaux; a chief gules"
English,BEARUM,BEARUM.,"Or, three bird-bolts gules, nooked and pointed of the first; a label gules"
English,BEARWELL,BEARWELL.,"Sable, a hand-barrow between nine roses or"
English,BEATH,BEATH.,"Gules, a dexter hand fessways, holding a rapier erect, on the point a boar's head proper"
English,BEAUCHAMP,"BEAUCHAMP, Powick, co. Worc.","Gules, a fesse between six martlets or"
English,BEAUCHAMP,BEAUCHAMP.,Vairy argent and azure
English,BEAUFORD,BEAUFORD.,Per fesse argent and gules three roundles counterchanged
English,BEAURAIN,BEAURAIN.,"Azure, a cross anchory or"
English,BEAVER,BEAVER.,"Argent, three beaver's tails[erect] gules"
English,BEAVER,BEAVER.,"Or, a fesse azure between lions rampant in chief gules, and a beaver passant in base proper"
English,BEAW,"BEAW, Bp. of Llandaff, 1679-1706.","Argent, masonne and on a chief azure, a demi-lion issuant or"
English,BEC,BEC.,"Gules, a cross moline sarcelled argent"
English,BECARD,BECARD.,"Argent, three cushions lozengewise gules, tasselled or"
English,BECHETON,BECHETON.,"Azure, three irons or digging spades or"
English,BECHETON,BECHETON[or Becketon].,"Azure, three bouterolls or"
English,BECK,"BECK, Surrey: granted 1864.","Vert, a cross raguly humetty or, on a chief of the last three blackbirds proper"
English,BECK,"BECK, Yorkshire.","Gules, a cross sarcelly ermine"
English,BECK,BECK.,"Azure, three codfishes naiant in pale argent"
English,BECKE,BECKE.,"Gules, a cross moline voided argent"
English,BECKET CANTERBURY,"BECKET, Abp. of Canterbury, 1162-70. [These, with the addition of a lion of England on a chief gules, were taken as the insignia of the city of CANTERBURY].","Argent, three Cornish choughs[beckits] proper two and one"
English,BECKINGTON,"Thomas de BECKINGTON, Bishop of Bath and Wells, 1443.","Argent, on a fesse azure, a mitre or; in chief three buck's heads caboshed gules; in base as many pheons sable"
English,BECKTON,BECKTON.,"Azure, three spade-irons or, [otherwise blades of spades]"
English,BEECHTON,BEECHTON.,"Azure, three shovels argent"
English,BEERE,"John BEERE, Kent, 1586.","Argent, a bear salient sable; a canton gules"
English,BEES,BEES.,"Gules, an eagle volant recursant in bend, wings overt or"
English,BELET,BELET.,"Argent, a fesse gules; in the dexter chief point a weasel passant proper"
English,BELEYE,"Roger Le Noir de BELEYE, Bp. of London, 1229-41.","Sable, a sword in bend sinister argent, hilted or, surmounted of a pastoral staff in bend dexter of the last, between two lozenges of the second, one in chief, the other in base, each charged with a pall ensigned of a cross patee gules"
English,BELFILE,BELFILE.,"Or, a five gules with three bells pendent azure clappers sable"
English,BELHOUSE,BELHOUSE.,"Or, a saltire lozengy gules and argent"
English,BELHOUSE,BELHOUSE.,"Or, a saltire lozengy vert"
English,BELL,BELL.,"Sable, a fesse ermine between three bells argent"
English,BELLASIS,"BELLASIS, Scotland.","Argent, a pale engrailed between two indorses sable"
English,BELLESBY BILLESBY,"BELLESBY, or BILLESBY, of Bylesby.","Argent, a chevron between three steel-gads sable"
English,BELLET,BELLET.,"Argent, a fesse gules in chief a rat of the last"
English,BELLINGHAM,BELLINGHAM.,"Or, a crown sable garnished gold"
English,BELLSCHAMBER,BELLSCHAMBER.,"Sable, three hawk's bells or"
English,BELSTED,"BELSTED, Norfolk.",Barry of six argent and sable; a canton quarterly or and argent
English,BELTMAINE,BELTMAINE.,"Argent, a demy-belt fixed in fesse azure buckled edged and garnished or"
English,BELVOIR WYTHERTON,"BELVOIR, co. Lincoln; also WYTHERTON.","Azure, a Katherine-wheel or"
English,BENBOW,"BENBOW, Scotland.","Sable, two string-bows endorsed in pale or, garnished gules, between two bundles of arrows in fesse, three in each, gold, barbed and headed argent, tied as the third"
English,BENDLISE,BENDLISE.,"Or, a rose leaf in bend sinister vert"
English,BENET HELME,"Abbey of S.BENET'S, HELME, Norfolk.","Sable, a crosier in pale or, garnished with a pallium crossing the staff argent[otherwise, having two ribbons entwined about it] between two ducal coronets of the second[otherwise between four crosiers or]"
English,BENEVILLE,"BENEVILLE, Devon.","Argent, three pellets, on each a bend of the field"
English,BENNETT,BENNETT.,"Gules, three demi-lions rampant argent"
English,BENNETTE,BENNETTE.,"Sable, two shepherd's crooks in saltire or between three garbs of the second"
English,BENNIS,"BENNIS, Clare, Ireland.","Azure, three oat-sheaves or"
English,BENNISON,BENNISON.,"Argent, a willow-tree vert"
English,BENSLEY,"BENSLEY, London.","Sable, on a fesse ermine between three mullets of the last a bomb-shell bursting proper"
English,BENSTED,BENSTED.,"Gules, a goat salient argent, armed or"
English,BENTHAM,"Thomas BENTHAM, Bp. of Lichfield and Coventry, A.D. 1560-79.",Quarterly azure and gules a cross patonce counterchanged; in first and fourth quarters a rose gules barbed and seeded or; in second and third quarters a sun glory proper
English,BERD,BERD.,"Argent, on a bend sable three taus of the first"
English,BERESFORD,BERESFORD.,"Azure, on a lion rampant argent gouttes de sang"
English,BERHAM SWYNEY,"BERHAM, also SWYNEY.","Argent, a chevron between three boars sable"
English,BERINGBURGH,BERINGBURGH.,"Or, a seal's foot erect and erased proper"
English,BERINGHAM,"Sir Richard BERINGHAM, Roll, temp. 1308.","Gules, three hilts[owls in margin] argent"
English,BERMONDSEY,"BERMONDSEY, Cluniac Priory, Surrey.","Per pale azure and gules, over all a lion passant guardant holding a crosier enfiled with a mitre or; all within a bordure argent charged with eight text B's sable"
English,BERNARD,BERNARD.,"Argent, a bear rampant sable, muzzled or"
English,BERNARD,BERNARD.,"Azure, three figures of 7 two and one"
English,BERNBACK,BERNBACK.,"Gules, three fish conjoined at their tails, in triangle or, heads sable"
English,BERNE,Canton of BERNE.,"Gules, on a bend or a bear passant sable"
English,BERNEK,BERNEK.,"Or, a bear rampant sejant sable"
English,BERNHEIM,BERNHEIM.,"Argent, a fleur-de-lis, on the top three grass spires, each containing seven piles gules"
English,BERNSTEAD,BERNSTEAD.,"Argent, three bars closetted gules[=9 barrulets]"
English,BERRY,"BERRY, Catton, Norfolk; extinct Baronetcy, created 1806.","Ermine, on a fesse engrailed azure three fleurs-de-lis or; in chief two branches of palm in saltire vert; in base a sphinx couchant proper"
English,BERRY,BERRY.,"Argent, a barberry branch fructed proper"
English,BERRY,Sir Adam de BERRY.,Quarterly ermine and azure; in the second quarter an eagle rising wings overt inverted; and in the third quarter another rising wings displayed or
English,BERSICH,BERSICH.,"Argent, a perch azure"
English,BERTIE,BERTIE.,"Argent, three battering-rams barwise proper, headed azure, armed and garnished or"
English,BERWICK UPON TWEED,Town of BERWICK-UPON-TWEED.,"Argent, on a mount a bear standing against a tree all proper, the bear collared and chained or, between two escutcheons in fesse, each charged wit the arms of France and England quarterly; on a chief argent a king crowned and habited proper holding in his dexter hand a mound and in the sinister a sceptre both or"
